"","Absiella_dolichum","Acetivibrio_ethanolgignens","Agathobaculum_desmolans","Alistipes_finegoldii","Alistipes_obesi","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Anaerobutyricum_hallii","Anaerostipes_hadrus","Anaerotignum_lactatifermentans","Anaerotignum_neopropionicum","Anaerotruncus_colihominis","Angelakisella_massiliensis","Bacteroides_barnesiae","Bacteroides_caccae","Bacteroides_caecimuris","Bacteroides_cellulosilyticus","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_faecichinchillae","Bacteroides_fluxus","Bacteroides_fragilis","Bacteroides_helcogenes","Bacteroides_heparinolyticus","Bacteroides_nordii","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_pyogenes","Bacteroides_salanitronis","Bacteroides_salyersiae","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_zoogleoformans","Bariatricus_massiliensis","Barnesiella_intestinihominis","Barnesiella_viscericola","Bifidobacterium_catenulatum","Blautia_hansenii","Blautia_hydrogenotrophica","Blautia_obeum","Blautia_producta","Blautia_schinkii","Blautia_sp_N6H1.15","Butyricicoccus_pullicaecorum","Butyricimonas_faecalis","Butyrivibrio_crossotus","Christensenella_minuta","Clostridiales_bacterium_CCNA10","Clostridioides_difficile","Clostridium_asparagiforme","Clostridium_bolteae","Clostridium_citroniae","Clostridium_glycyrrhizinilyticum","Clostridium_innocuum","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_phoceensis","Clostridium_saccharogumia","Clostridium_saccharolyticum","Clostridium_scindens","Clostridium_sp_SY8519","Clostridium_sporogenes","Clostridium_symbiosum","Collinsella_aerofaciens","Coprobacter_fastidiosus","Coprobacter_secundus","Coprococcus_comes","Coprococcus_eutactus","Culturomica_massiliensis","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Emergencia_timonensis","Erysipelotrichaceae_bacterium_GAM147","Eubacterium_eligens","Eubacterium_plexicaudatum","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ventriosum","Faecalibacterium_prausnitzii","Faecalicatena_contorta","Faecalitalea_cylindroides","Flavonifractor_plautii","Fournierella_massiliensis","Fusicatenibacter_saccharivorans","Gemmiger_formicilis","Granulicatella_adiacens","Haemophilus_parainfluenzae","Hespellia_stercorisuis","Holdemanella_biformis","Holdemania_massiliensis","Hungatella_hathewayi","Intestinibacillus_massiliensis","Intestinibacter_bartlettii","Intestinimonas_butyriciproducens","Johnsonella_ignava","Lachnoanaerobaculum_saburreum","Lachnoclostridium_phocaeense","Lachnoclostridium_sp_YL32","Lachnospiraceae_bacterium_Choco86","Lachnospiraceae_bacterium_GAM79","Lactobacillus_rogosae","Lactonifactor_longoviformis","Marvinbryantia_formatexigens","Massilioclostridium_coli","Mediterranea_massiliensis","Merdibacter_massiliensis","Merdimonas_faecis","Mogibacterium_diversum","Monoglobus_pectinilyticus","Mordavella_sp_Marseille.P3756","Negativibacillus_massiliensis","Neglecta_timonensis","Odoribacter_laneus","Odoribacter_splanchnicus","Oscillibacter_sp_PEA192","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_johnsonii","Parabacteroides_sp_CT06","Paraprevotella_xylaniphila","Phascolarctobacterium_succinatutens","Phocea_massiliensis","Prevotella_copri","Prevotella_stercorea","Prevotellamassilia_timonensis","Provencibacterium_massiliense","Pseudoflavonifractor_capillosus","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Ruminococcus_bicirculans","Ruminococcus_callidus","Ruminococcus_faecis","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_torques","Ruthenibacterium_lactatiformans","Schaalia_odontolytica","Sellimonas_intestinalis","Solobacterium_moorei","Streptococcus_mitis","Streptococcus_parasanguinis","Streptococcus_salivarius","Streptococcus_sp_A12","Streptococcus_sp_FDAARGOS_192","Streptococcus_sp_oral_taxon_431","Subdoligranulum_variabile","Traorella_massiliensis","Tyzzerella_nexilis","Veillonella_dispar","bacterium_LF.3"
"Anaerotignum_lactatifermentans",0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotignum_neopropionicum",0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotruncus_colihominis",0,0,0,0,0,0,0,0,0,0,0,0,-1,0.254898398109659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171587667643338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angelakisella_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0.254898398109659,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114929563250405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_barnesiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130102529547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750462792522412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_caccae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_caecimuris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.0656591601100946,0,0.096423176609084,0,0.0962483270267007,0,0,0,0,0.100179550998486,0,0,0,0,0,0,0.14618105549672,0,0.0552359999462402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_cellulosilyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coprocola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656591601100946,0,-1,0.0561753079904099,0,0,0.0901808414843675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526016234155579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coprophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561753079904099,-1,0,0,0.0573854495500747,0,0,0,0,0,0,0.094442716050361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_dorei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096423176609084,0,0,0,-1,0,0.0550094380581091,0,0,0,0,0,0,0,0,0,0.0488070710620965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecichinchillae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.094572885561538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_fluxus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962483270267007,0,0.0901808414843675,0.0573854495500747,0.0550094380581091,0.094572885561538,-1,0,0,0,0,0,0,0,0,0,0.0754036288514713,0,0,0,0.0793433751536373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_fragilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051218116440054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_helcogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0769695753009048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555225007171069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_heparinolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703379929325925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_nordii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.17052577658415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_ovatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100179550998486,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.114023471672096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934479772364318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
